coo: 51.9254352_4.4753878;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2024-07-01;--;--;--;--;--;--;--;--;3.17;55.54;11.26;66.81;20.05;77.86;29.23;89.21;38.41;101.63;47.15;116.25;54.68;134.70;59.80;158.56;61.00;186.60;57.82;213.19;51.40;234.43;43.19;250.87;34.17;264.29;24.93;276.10;15.89;287.23;7.37;298.33;-0.29;309.84;--;--;--;--;--;--;
2024-07-02;--;--;--;--;--;--;--;--;3.08;55.54;11.17;66.82;19.97;77.87;29.14;89.23;38.33;101.65;47.06;116.26;54.60;134.69;59.71;158.51;60.93;186.50;57.77;213.06;51.36;234.30;43.16;250.75;34.14;264.19;24.90;276.01;15.85;287.15;7.33;298.25;-0.33;309.76;--;--;--;--;--;--;
2024-07-03;--;--;--;--;--;--;--;--;2.99;55.55;11.08;66.84;19.88;77.89;29.05;89.26;38.24;101.68;46.97;116.28;54.51;134.69;59.62;158.47;60.85;186.40;57.71;212.93;51.31;234.17;43.12;250.64;34.10;264.08;24.87;275.91;15.82;287.06;7.29;298.16;-0.38;309.68;--;--;--;--;--;--;
2024-07-04;--;--;--;--;--;--;--;--;2.89;55.57;10.99;66.86;19.79;77.92;28.96;89.29;38.15;101.71;46.88;116.31;54.41;134.71;59.53;158.44;60.76;186.30;57.64;212.80;51.26;234.04;43.07;250.51;34.06;263.97;24.83;275.81;15.77;286.97;7.24;298.07;-0.44;309.60;--;--;--;--;--;--;
2024-07-05;--;--;--;--;--;--;--;--;2.79;55.58;10.89;66.88;19.69;77.96;28.86;89.33;38.05;101.75;46.78;116.35;54.30;134.72;59.42;158.41;60.67;186.20;57.56;212.66;51.20;233.91;43.02;250.39;34.02;263.86;24.78;275.71;15.72;286.87;7.18;297.98;-0.50;309.51;--;--;--;--;--;--;
2024-07-06;--;--;--;--;--;--;--;--;2.69;55.61;10.79;66.92;19.59;77.99;28.76;89.37;37.95;101.80;46.67;116.39;54.20;134.75;59.31;158.38;60.57;186.11;57.48;212.53;51.13;233.77;42.97;250.26;33.96;263.74;24.73;275.60;15.67;286.77;7.12;297.89;-0.57;309.43;--;--;--;--;--;--;
2024-07-07;--;--;--;--;--;--;--;--;2.58;55.63;10.68;66.95;19.48;78.04;28.66;89.42;37.84;101.86;46.56;116.45;54.08;134.78;59.20;158.37;60.46;186.02;57.39;212.39;51.06;233.62;42.90;250.13;33.91;263.62;24.67;275.49;15.61;286.67;7.05;297.80;-0.65;309.34;--;--;--;--;--;--;
2024-07-08;--;--;--;--;--;--;--;--;2.47;55.67;10.57;67.00;19.37;78.09;28.55;89.48;37.73;101.92;46.45;116.50;53.97;134.82;59.08;158.36;60.35;185.93;57.30;212.25;50.98;233.48;42.84;249.99;33.84;263.50;24.61;275.38;15.54;286.56;6.98;297.70;-0.73;309.25;--;--;--;--;--;--;
2024-07-09;--;--;--;--;--;--;--;--;2.35;55.70;10.45;67.04;19.26;78.14;28.43;89.54;37.62;101.98;46.33;116.57;53.84;134.87;58.95;158.35;60.23;185.85;57.19;212.12;50.90;233.33;42.76;249.85;33.77;263.37;24.54;275.26;15.46;286.45;6.90;297.60;-0.82;309.16;--;--;--;--;--;--;
2024-07-10;--;--;--;--;--;--;--;--;2.22;55.75;10.33;67.10;19.14;78.21;28.32;89.61;37.50;102.06;46.21;116.64;53.72;134.92;58.82;158.35;60.11;185.77;57.09;211.98;50.81;233.18;42.68;249.71;33.70;263.24;24.46;275.14;15.38;286.34;6.81;297.49;--;--;--;--;--;--;--;--;
2024-07-11;--;--;--;--;--;--;--;--;2.10;55.79;10.21;67.15;19.02;78.27;28.20;89.69;37.38;102.14;46.09;116.72;53.58;134.98;58.68;158.36;59.97;185.69;56.97;211.84;50.71;233.02;42.59;249.56;33.62;263.10;24.38;275.01;15.30;286.23;6.72;297.39;--;--;--;--;--;--;--;--;
2024-07-12;--;--;--;--;--;--;--;--;1.96;55.85;10.08;67.22;18.90;78.35;28.07;89.77;37.25;102.22;45.96;116.81;53.44;135.05;58.54;158.37;59.84;185.61;56.85;211.70;50.60;232.86;42.50;249.41;33.53;262.96;24.29;274.89;15.21;286.11;6.62;297.28;--;--;--;--;--;--;--;--;
2024-07-13;--;--;--;--;--;--;--;--;1.83;55.90;9.95;67.28;18.77;78.42;27.95;89.85;37.12;102.32;45.82;116.90;53.30;135.12;58.39;158.39;59.69;185.54;56.72;211.56;50.49;232.71;42.40;249.26;33.43;262.82;24.20;274.76;15.11;285.99;6.52;297.17;--;--;--;--;--;--;--;--;
2024-07-14;--;--;--;--;--;--;--;--;1.69;55.96;9.81;67.36;18.64;78.51;27.82;89.95;36.99;102.42;45.68;117.00;53.16;135.21;58.24;158.41;59.54;185.47;56.58;211.42;50.37;232.54;42.30;249.10;33.33;262.68;24.10;274.63;15.01;285.87;6.41;297.06;--;--;--;--;--;--;--;--;
2024-07-15;--;--;--;--;--;--;--;--;1.54;56.03;9.67;67.44;18.50;78.60;27.68;90.04;36.86;102.52;45.54;117.11;53.00;135.30;58.08;158.44;59.38;185.41;56.44;211.28;50.25;232.38;42.18;248.94;33.23;262.53;23.99;274.49;14.90;285.75;6.29;296.94;--;--;--;--;--;--;--;--;
2024-07-16;--;--;--;--;--;--;--;--;1.39;56.10;9.53;67.52;18.36;78.69;27.55;90.15;36.72;102.63;45.40;117.22;52.85;135.39;57.91;158.48;59.22;185.34;56.29;211.14;50.12;232.22;42.07;248.78;33.12;262.38;23.88;274.35;14.78;285.62;6.17;296.83;--;--;--;--;--;--;--;--;
2024-07-17;--;--;--;--;--;--;--;--;1.24;56.18;9.38;67.61;18.22;78.79;27.40;90.26;36.57;102.75;45.25;117.34;52.69;135.49;57.74;158.52;59.05;185.29;56.14;211.00;49.98;232.05;41.94;248.62;33.00;262.23;23.76;274.21;14.66;285.49;6.04;296.71;--;--;--;--;--;--;--;--;
2024-07-18;--;--;--;--;--;--;--;--;1.08;56.26;9.23;67.70;18.07;78.90;27.26;90.37;36.43;102.88;45.09;117.47;52.52;135.60;57.56;158.57;58.87;185.23;55.98;210.87;49.84;231.89;41.81;248.45;32.87;262.08;23.64;274.07;14.53;285.36;5.90;296.59;--;--;--;--;--;--;--;--;
2024-07-19;--;--;--;--;--;--;--;--;0.92;56.35;9.08;67.80;17.92;79.01;27.11;90.50;36.28;103.01;44.94;117.60;52.35;135.72;57.38;158.63;58.69;185.18;55.81;210.73;49.69;231.72;41.68;248.29;32.74;261.92;23.51;273.93;14.40;285.23;5.76;296.47;--;--;--;--;--;--;--;--;
2024-07-20;--;--;--;--;--;--;--;--;0.76;56.44;8.92;67.91;17.77;79.13;26.96;90.62;36.13;103.14;44.78;117.74;52.18;135.84;57.20;158.69;58.50;185.14;55.63;210.60;49.53;231.55;41.53;248.12;32.61;261.76;23.38;273.78;14.26;285.09;5.61;296.35;--;--;--;--;--;--;--;--;
2024-07-21;--;--;--;--;--;--;--;--;0.59;56.53;8.76;68.02;17.62;79.25;26.81;90.76;35.97;103.29;44.61;117.89;52.00;135.97;57.01;158.75;58.31;185.09;55.45;210.46;49.37;231.38;41.38;247.95;32.47;261.60;23.23;273.63;14.11;284.95;5.46;296.22;--;--;--;--;--;--;--;--;
2024-07-22;--;--;--;--;--;--;--;--;0.42;56.64;8.60;68.14;17.46;79.38;26.65;90.90;35.81;103.44;44.44;118.04;51.82;136.11;56.81;158.82;58.11;185.06;55.27;210.33;49.20;231.22;41.23;247.78;32.32;261.44;23.09;273.48;13.96;284.82;5.30;296.10;--;--;--;--;--;--;--;--;
2024-07-23;--;--;--;--;--;--;--;--;0.25;56.74;8.43;68.26;17.30;79.51;26.50;91.04;35.65;103.59;44.27;118.20;51.63;136.25;56.61;158.90;57.90;185.02;55.08;210.20;49.03;231.05;41.07;247.60;32.16;261.27;22.93;273.33;13.81;284.68;5.14;295.97;--;--;--;--;--;--;--;--;
2024-07-24;--;--;--;--;--;--;--;--;0.07;56.85;8.26;68.38;17.14;79.65;26.33;91.19;35.48;103.75;44.10;118.36;51.44;136.40;56.40;158.98;57.69;184.99;54.88;210.07;48.85;230.88;40.90;247.43;32.00;261.11;22.78;273.18;13.64;284.53;4.97;295.84;--;--;--;--;--;--;--;--;
2024-07-25;--;--;--;--;--;--;--;--;-0.11;56.97;8.09;68.51;16.97;79.79;26.17;91.35;35.31;103.92;43.92;118.53;51.25;136.55;56.19;159.07;57.47;184.97;54.67;209.95;48.66;230.71;40.73;247.25;31.84;260.94;22.61;273.02;13.48;284.39;4.79;295.71;--;--;--;--;--;--;--;--;
2024-07-26;--;--;--;--;--;--;--;--;-0.30;57.09;7.92;68.65;16.80;79.94;26.00;91.51;35.14;104.09;43.74;118.71;51.05;136.71;55.97;159.17;57.25;184.94;54.46;209.83;48.47;230.54;40.55;247.08;31.67;260.77;22.44;272.86;13.30;284.25;4.61;295.58;--;--;--;--;--;--;--;--;
2024-07-27;--;--;--;--;--;--;--;--;-0.48;57.22;7.74;68.79;16.63;80.09;25.83;91.68;34.97;104.27;43.55;118.89;50.85;136.87;55.75;159.27;57.03;184.93;54.24;209.70;48.27;230.37;40.37;246.90;31.49;260.60;22.27;272.70;13.12;284.10;4.42;295.45;--;--;--;--;--;--;--;--;
2024-07-28;--;--;--;--;--;--;--;--;-0.68;57.35;7.56;68.93;16.45;80.25;25.66;91.85;34.79;104.45;43.37;119.08;50.64;137.05;55.53;159.37;56.79;184.91;54.02;209.58;48.07;230.20;40.18;246.72;31.31;260.43;22.08;272.55;12.94;283.95;4.23;295.31;--;--;--;--;--;--;--;--;
2024-07-29;--;--;--;--;--;--;--;--;--;--;7.37;69.09;16.28;80.42;25.48;92.02;34.61;104.64;43.17;119.28;50.43;137.22;55.30;159.48;56.55;184.90;53.79;209.47;47.85;230.03;39.98;246.55;31.12;260.26;21.90;272.38;12.75;283.81;4.03;295.18;--;--;--;--;--;--;--;--;
2024-07-30;--;--;--;--;--;--;--;--;--;--;7.19;69.24;16.10;80.59;25.31;92.21;34.43;104.84;42.98;119.48;50.22;137.40;55.06;159.59;56.31;184.90;53.56;209.35;47.64;229.87;39.78;246.37;30.93;260.09;21.70;272.22;12.55;283.66;3.83;295.04;--;--;--;--;--;--;--;--;
2024-07-31;--;--;--;--;--;--;--;--;--;--;7.00;69.40;15.92;80.76;25.13;92.39;34.25;105.04;42.78;119.68;50.00;137.59;54.83;159.71;56.06;184.89;53.32;209.24;47.42;229.70;39.57;246.19;30.73;259.92;21.51;272.06;12.35;283.51;3.62;294.91;--;--;--;--;--;--;--;--;
2024-08-01;--;--;--;--;--;--;--;--;--;--;6.81;69.57;15.73;80.94;24.94;92.59;34.06;105.24;42.58;119.89;49.78;137.78;54.58;159.84;55.81;184.90;53.07;209.13;47.19;229.54;39.36;246.01;30.52;259.74;21.30;271.90;12.14;283.35;3.40;294.77;--;--;--;--;--;--;--;--;
2024-08-02;--;--;--;--;--;--;--;--;--;--;6.62;69.74;15.55;81.12;24.76;92.78;33.87;105.45;42.38;120.10;49.56;137.98;54.33;159.96;55.55;184.90;52.82;209.02;46.95;229.37;39.14;245.83;30.31;259.57;21.09;271.73;11.93;283.20;3.18;294.63;--;--;--;--;--;--;--;--;
2024-08-03;--;--;--;--;--;--;--;--;--;--;6.42;69.91;15.36;81.31;24.57;92.99;33.68;105.66;42.17;120.32;49.33;138.18;54.08;160.10;55.29;184.91;52.57;208.92;46.72;229.21;38.91;245.65;30.09;259.39;20.88;271.57;11.71;283.05;2.96;294.49;--;--;--;--;--;--;--;--;
2024-08-04;--;--;--;--;--;--;--;--;--;--;6.22;70.09;15.17;81.51;24.38;93.19;33.48;105.88;41.96;120.55;49.10;138.39;53.83;160.23;55.02;184.93;52.31;208.82;46.47;229.05;38.68;245.48;29.87;259.21;20.66;271.40;11.49;282.89;2.72;294.35;--;--;--;--;--;--;--;--;
2024-08-05;--;--;--;--;--;--;--;--;--;--;6.02;70.28;14.97;81.70;24.19;93.41;33.28;106.11;41.75;120.78;48.86;138.60;53.57;160.37;54.75;184.94;52.04;208.72;46.22;228.89;38.45;245.30;29.64;259.04;20.43;271.23;11.26;282.74;2.49;294.21;--;--;--;--;--;--;--;--;
2024-08-06;--;--;--;--;--;--;--;--;--;--;5.82;70.47;14.78;81.91;24.00;93.62;33.08;106.34;41.54;121.01;48.63;138.81;53.30;160.52;54.47;184.96;51.77;208.62;45.96;228.73;38.21;245.12;29.41;258.86;20.20;271.06;11.02;282.58;2.25;294.07;--;--;--;--;--;--;--;--;
2024-08-07;--;--;--;--;--;--;--;--;--;--;5.61;70.66;14.58;82.11;23.80;93.84;32.88;106.57;41.32;121.25;48.38;139.03;53.04;160.67;54.19;184.99;51.49;208.53;45.70;228.57;37.96;244.94;29.17;258.69;19.97;270.90;10.79;282.43;2.00;293.93;--;--;--;--;--;--;--;--;
2024-08-08;--;--;--;--;--;--;--;--;--;--;5.41;70.86;14.38;82.33;23.60;94.07;32.68;106.81;41.10;121.49;48.14;139.26;52.76;160.82;53.90;185.01;51.21;208.44;45.44;228.42;37.71;244.77;28.93;258.51;19.73;270.73;10.54;282.27;1.75;293.79;--;--;--;--;--;--;--;--;
2024-08-09;--;--;--;--;--;--;--;--;--;--;5.20;71.06;14.18;82.54;23.40;94.30;32.47;107.05;40.88;121.74;47.89;139.48;52.49;160.97;53.61;185.05;50.92;208.35;45.17;228.26;37.45;244.59;28.68;258.33;19.48;270.56;10.29;282.11;1.49;293.65;--;--;--;--;--;--;--;--;
2024-08-10;--;--;--;--;--;--;--;--;--;--;4.99;71.27;13.98;82.76;23.20;94.53;32.26;107.30;40.65;121.99;47.64;139.71;52.21;161.13;53.31;185.08;50.63;208.27;44.89;228.11;37.19;244.41;28.43;258.16;19.23;270.39;10.04;281.96;1.23;293.51;--;--;--;--;--;--;--;--;
2024-08-11;--;--;--;--;--;--;--;--;--;--;4.77;71.48;13.77;82.99;23.00;94.77;32.05;107.55;40.42;122.25;47.38;139.95;51.93;161.29;53.01;185.12;50.34;208.18;44.61;227.96;36.92;244.24;28.17;257.98;18.98;270.22;9.78;281.80;0.97;293.36;--;--;--;--;--;--;--;--;
2024-08-12;--;--;--;--;--;--;--;--;--;--;4.56;71.69;13.57;83.22;22.79;95.01;31.83;107.80;40.19;122.50;47.13;140.18;51.64;161.46;52.71;185.16;50.04;208.10;44.32;227.81;36.65;244.07;27.91;257.80;18.72;270.05;9.52;281.64;0.70;293.22;--;--;--;--;--;--;--;--;
2024-08-13;--;--;--;--;--;--;--;--;--;--;4.34;71.91;13.36;83.45;22.58;95.26;31.62;108.06;39.95;122.77;46.87;140.43;51.35;161.63;52.40;185.20;49.73;208.03;44.03;227.67;36.38;243.89;27.64;257.63;18.45;269.88;9.25;281.48;0.42;293.08;--;--;--;--;--;--;--;--;
2024-08-14;--;--;--;--;--;--;--;--;--;--;4.13;72.14;13.15;83.68;22.37;95.51;31.40;108.32;39.72;123.03;46.60;140.67;51.06;161.80;52.09;185.25;49.42;207.95;43.74;227.52;36.09;243.72;27.37;257.45;18.18;269.71;8.98;281.32;0.14;292.93;--;--;--;--;--;--;--;--;
2024-08-15;--;--;--;--;--;--;--;--;--;--;3.91;72.36;12.94;83.93;22.16;95.76;31.18;108.59;39.48;123.30;46.33;140.92;50.76;161.97;51.78;185.29;49.11;207.88;43.44;227.38;35.81;243.55;27.09;257.27;17.91;269.54;8.70;281.16;-0.14;292.79;--;--;--;--;--;--;--;--;
2024-08-16;--;--;--;--;--;--;--;--;--;--;3.69;72.59;12.72;84.17;21.95;96.02;30.96;108.85;39.24;123.57;46.06;141.16;50.46;162.15;51.46;185.34;48.79;207.81;43.14;227.24;35.52;243.38;26.81;257.10;17.63;269.37;8.42;281.00;-0.43;292.64;--;--;--;--;--;--;--;--;
2024-08-17;--;--;--;--;--;--;--;--;--;--;3.46;72.83;12.51;84.42;21.73;96.28;30.73;109.13;38.99;123.85;45.79;141.42;50.15;162.32;51.13;185.40;48.47;207.74;42.83;227.10;35.23;243.21;26.53;256.92;17.35;269.20;8.14;280.84;-0.72;292.50;--;--;--;--;--;--;--;--;
2024-08-18;--;--;--;--;--;--;--;--;--;--;3.24;73.07;12.29;84.67;21.51;96.54;30.51;109.40;38.75;124.12;45.51;141.67;49.85;162.50;50.81;185.45;48.14;207.68;42.51;226.96;34.93;243.04;26.24;256.75;17.06;269.03;7.85;280.68;--;--;--;--;--;--;--;--;--;--;
2024-08-19;--;--;--;--;--;--;--;--;--;--;3.01;73.31;12.07;84.92;21.30;96.81;30.28;109.68;38.50;124.40;45.24;141.93;49.54;162.68;50.48;185.51;47.82;207.62;42.20;226.82;34.62;242.87;25.95;256.57;16.77;268.86;7.56;280.52;--;--;--;--;--;--;--;--;--;--;
2024-08-20;--;--;--;--;--;--;--;--;--;--;2.79;73.56;11.85;85.18;21.08;97.08;30.05;109.96;38.25;124.69;44.95;142.18;49.22;162.87;50.14;185.57;47.48;207.56;41.88;226.69;34.32;242.71;25.65;256.40;16.48;268.69;7.26;280.36;--;--;--;--;--;--;--;--;--;--;
2024-08-21;--;--;--;--;--;--;--;--;--;--;2.56;73.81;11.63;85.44;20.85;97.35;29.81;110.24;37.99;124.97;44.67;142.44;48.91;163.05;49.81;185.64;47.14;207.50;41.55;226.56;34.01;242.54;25.35;256.23;16.18;268.52;6.96;280.20;--;--;--;--;--;--;--;--;--;--;
2024-08-22;--;--;--;--;--;--;--;--;--;--;2.33;74.06;11.41;85.71;20.63;97.63;29.58;110.53;37.74;125.26;44.38;142.71;48.59;163.24;49.47;185.70;46.80;207.44;41.22;226.42;33.69;242.38;25.04;256.05;15.88;268.35;6.66;280.04;--;--;--;--;--;--;--;--;--;--;
2024-08-23;--;--;--;--;--;--;--;--;--;--;2.10;74.32;11.19;85.98;20.40;97.91;29.34;110.82;37.48;125.55;44.09;142.97;48.26;163.43;49.12;185.77;46.46;207.39;40.89;226.30;33.37;242.22;24.73;255.88;15.57;268.18;6.35;279.88;--;--;--;--;--;--;--;--;--;--;
2024-08-24;--;--;--;--;--;--;--;--;--;--;1.86;74.58;10.96;86.25;20.18;98.19;29.10;111.11;37.22;125.84;43.80;143.23;47.94;163.62;48.78;185.83;46.11;207.34;40.55;226.17;33.05;242.06;24.42;255.71;15.26;268.01;6.04;279.72;--;--;--;--;--;--;--;--;--;--;
2024-08-25;--;--;--;--;--;--;--;--;--;--;1.63;74.84;10.73;86.52;19.95;98.48;28.86;111.41;36.95;126.13;43.51;143.50;47.61;163.81;48.43;185.90;45.76;207.29;40.22;226.04;32.72;241.90;24.10;255.54;14.95;267.84;5.72;279.56;--;--;--;--;--;--;--;--;--;--;
2024-08-26;--;--;--;--;--;--;--;--;--;--;1.40;75.10;10.51;86.80;19.72;98.76;28.62;111.70;36.69;126.43;43.21;143.77;47.28;164.00;48.08;185.97;45.41;207.24;39.87;225.92;32.39;241.74;23.78;255.37;14.64;267.67;5.41;279.40;--;--;--;--;--;--;--;--;--;--;
2024-08-27;--;--;--;--;--;--;--;--;--;--;1.16;75.37;10.28;87.08;19.49;99.05;28.38;112.00;36.42;126.73;42.91;144.03;46.95;164.19;47.72;186.05;45.05;207.20;39.53;225.80;32.06;241.58;23.46;255.20;14.32;267.50;5.09;279.24;--;--;--;--;--;--;--;--;--;--;
2024-08-28;--;--;--;--;--;--;--;--;--;--;0.92;75.64;10.05;87.36;19.26;99.35;28.13;112.30;36.15;127.02;42.61;144.30;46.61;164.38;47.36;186.12;44.69;207.15;39.18;225.68;31.73;241.42;23.13;255.03;13.99;267.33;4.76;279.07;--;--;--;--;--;--;--;--;--;--;
2024-08-29;--;--;--;--;--;--;--;--;--;--;0.69;75.92;9.82;87.64;19.02;99.64;27.88;112.60;35.88;127.32;42.30;144.57;46.27;164.58;47.00;186.19;44.33;207.11;38.83;225.56;31.39;241.27;22.80;254.86;13.67;267.16;4.43;278.91;--;--;--;--;--;--;--;--;--;--;
2024-08-30;--;--;--;--;--;--;--;--;--;--;0.45;76.20;9.58;87.93;18.79;99.94;27.63;112.90;35.61;127.62;42.00;144.84;45.93;164.77;46.64;186.27;43.96;207.07;38.47;225.44;31.04;241.11;22.47;254.69;13.34;267.00;4.10;278.75;--;--;--;--;--;--;--;--;--;--;
2024-08-31;--;--;--;--;--;--;--;--;--;--;0.21;76.48;9.35;88.22;18.55;100.23;27.38;113.21;35.33;127.92;41.69;145.11;45.59;164.96;46.28;186.35;43.59;207.03;38.11;225.33;30.70;240.96;22.14;254.53;13.01;266.83;3.77;278.59;--;--;--;--;--;--;--;--;--;--;
2024-09-01;--;--;--;--;--;--;--;--;--;--;-0.03;76.76;9.11;88.51;18.31;100.53;27.13;113.51;35.05;128.22;41.38;145.38;45.24;165.16;45.91;186.42;43.22;207.00;37.75;225.21;30.35;240.80;21.80;254.36;12.68;266.66;3.44;278.43;--;--;--;--;--;--;--;--;--;--;
2024-09-02;--;--;--;--;--;--;--;--;--;--;-0.27;77.04;8.88;88.80;18.07;100.83;26.88;113.82;34.77;128.53;41.06;145.65;44.89;165.35;45.54;186.50;42.85;206.96;37.39;225.10;30.00;240.65;21.46;254.19;12.34;266.49;3.10;278.26;--;--;--;--;--;--;--;--;--;--;
2024-09-03;--;--;--;--;--;--;--;--;--;--;-0.52;77.33;8.64;89.10;17.83;101.14;26.62;114.13;34.49;128.83;40.75;145.92;44.54;165.54;45.17;186.58;42.48;206.92;37.02;224.99;29.65;240.50;21.11;254.03;12.00;266.32;2.76;278.10;--;--;--;--;--;--;--;--;--;--;
2024-09-04;--;--;--;--;--;--;--;--;--;--;-0.76;77.62;8.40;89.39;17.59;101.44;26.36;114.44;34.21;129.13;40.43;146.19;44.19;165.74;44.79;186.66;42.10;206.89;36.65;224.88;29.29;240.35;20.77;253.86;11.66;266.15;2.42;277.94;--;--;--;--;--;--;--;--;--;--;
2024-09-05;--;--;--;--;--;--;--;--;--;--;--;--;8.17;89.69;17.34;101.75;26.10;114.75;33.92;129.44;40.11;146.46;43.84;165.93;44.41;186.74;41.72;206.86;36.28;224.77;28.93;240.20;20.42;253.70;11.32;265.99;2.07;277.78;--;--;--;--;--;--;--;--;--;--;
2024-09-06;--;--;--;--;--;--;--;--;--;--;--;--;7.93;89.99;17.10;102.05;25.84;115.06;33.64;129.74;39.79;146.73;43.48;166.12;44.04;186.81;41.34;206.83;35.91;224.66;28.57;240.06;20.07;253.53;10.97;265.82;1.73;277.61;--;--;--;--;--;--;--;--;--;--;
2024-09-07;--;--;--;--;--;--;--;--;--;--;--;--;7.68;90.29;16.85;102.36;25.58;115.37;33.35;130.04;39.46;147.00;43.12;166.31;43.66;186.89;40.95;206.80;35.54;224.55;28.21;239.91;19.72;253.37;10.62;265.65;1.38;277.45;--;--;--;--;--;--;--;--;--;--;
2024-09-08;--;--;--;--;--;--;--;--;--;--;--;--;7.44;90.60;16.60;102.67;25.32;115.68;33.06;130.35;39.14;147.27;42.76;166.50;43.28;186.97;40.57;206.77;35.16;224.45;27.85;239.76;19.36;253.20;10.27;265.48;1.03;277.29;--;--;--;--;--;--;--;--;--;--;
2024-09-09;--;--;--;--;--;--;--;--;--;--;--;--;7.20;90.90;16.36;102.98;25.05;115.99;32.76;130.65;38.81;147.54;42.40;166.69;42.89;187.05;40.18;206.74;34.78;224.34;27.48;239.62;19.01;253.04;9.92;265.32;0.68;277.12;--;--;--;--;--;--;--;--;--;--;
2024-09-10;--;--;--;--;--;--;--;--;--;--;--;--;6.96;91.21;16.11;103.29;24.79;116.31;32.47;130.95;38.48;147.80;42.04;166.88;42.51;187.13;39.79;206.71;34.40;224.24;27.12;239.47;18.65;252.88;9.57;265.15;0.32;276.96;--;--;--;--;--;--;--;--;--;--;
2024-09-11;--;--;--;--;--;--;--;--;--;--;--;--;6.71;91.51;15.86;103.60;24.52;116.62;32.17;131.25;38.15;148.07;41.67;167.07;42.12;187.21;39.40;206.68;34.02;224.14;26.75;239.33;18.29;252.71;9.22;264.98;-0.03;276.80;--;--;--;--;--;--;--;--;--;--;
2024-09-12;--;--;--;--;--;--;--;--;--;--;--;--;6.47;91.82;15.60;103.91;24.25;116.93;31.88;131.55;37.82;148.33;41.31;167.26;41.73;187.29;39.01;206.65;33.64;224.04;26.38;239.19;17.93;252.55;8.86;264.81;-0.39;276.63;--;--;--;--;--;--;--;--;--;--;
2024-09-13;--;--;--;--;--;--;--;--;--;--;--;--;6.22;92.13;15.35;104.22;23.98;117.24;31.58;131.85;37.49;148.59;40.94;167.44;41.35;187.37;38.62;206.63;33.25;223.94;26.00;239.04;17.57;252.39;8.50;264.64;-0.74;276.47;--;--;--;--;--;--;--;--;--;--;
2024-09-14;--;--;--;--;--;--;--;--;--;--;--;--;5.97;92.44;15.10;104.54;23.71;117.55;31.28;132.15;37.15;148.85;40.57;167.63;40.96;187.44;38.22;206.60;32.87;223.84;25.63;238.90;17.21;252.23;8.15;264.48;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-15;--;--;--;--;--;--;--;--;--;--;--;--;5.73;92.74;14.84;104.85;23.43;117.86;30.98;132.45;36.82;149.11;40.20;167.81;40.56;187.52;37.83;206.57;32.48;223.74;25.26;238.76;16.84;252.07;7.79;264.31;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-16;--;--;--;--;--;--;--;--;--;--;--;--;5.48;93.05;14.58;105.16;23.16;118.17;30.67;132.75;36.48;149.37;39.83;167.99;40.17;187.60;37.43;206.55;32.10;223.64;24.88;238.62;16.48;251.91;7.43;264.14;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-17;--;--;--;--;--;--;--;--;--;--;--;--;5.23;93.36;14.33;105.47;22.88;118.48;30.37;133.04;36.14;149.63;39.46;168.17;39.78;187.67;37.04;206.52;31.71;223.54;24.51;238.48;16.11;251.75;7.07;263.97;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-18;--;--;--;--;--;--;--;--;--;--;--;--;4.98;93.67;14.07;105.78;22.60;118.79;30.06;133.34;35.80;149.88;39.09;168.35;39.39;187.74;36.64;206.50;31.32;223.44;24.13;238.34;15.75;251.59;6.71;263.80;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-19;--;--;--;--;--;--;--;--;--;--;--;--;4.73;93.98;13.81;106.09;22.33;119.10;29.76;133.63;35.46;150.13;38.71;168.52;38.99;187.82;36.24;206.47;30.93;223.34;23.75;238.20;15.38;251.43;6.35;263.64;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-20;--;--;--;--;--;--;--;--;--;--;--;--;4.48;94.29;13.55;106.40;22.05;119.41;29.45;133.92;35.11;150.38;38.34;168.70;38.60;187.89;35.85;206.44;30.54;223.25;23.38;238.06;15.01;251.26;5.98;263.47;--;--;--;--;--;--;--;--;--;--;--;--;
2024-09-21;--;--;--;--;--;--;--;--;--;--;--;--;4.22;94.60;13.29;106.71;21.77;119.71;29.14;134.21;34.77;150.63;37.96;168.87;38.20;187.96;35.45;206.42;30.15;223.15;23.00;237.92;14.64;251.10;5.62;263.30;--;--;--;--;--;--;--;--;--;--;--;--;
